SUBSTÂNCIA,CÓDIGO GGREM,PMC Sem Imposto
POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 23F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 7F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V,522720060088117,256.46
POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 17F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 15B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 8;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 11A;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 10A;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 12F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 2;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 22F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 33F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 23F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 20,527322060020217,65.28
POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9N;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 17F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 15B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 8;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 11A;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 10A;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 12F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 2;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 22F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 33F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 23F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 7F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 20,527322060020317,652.87
POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 14;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 18C;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 22F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 33F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 23F;PROTEÍNA CARREADORA;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 7F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V,527323080024302,453.36
POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 14;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 18C;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 22F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 33F;PROTEÍNA CARREADORA;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 7F ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 9V,527323080024202,4533.58
POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 14;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 18C;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 4;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 7F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 5;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 9V;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 6B;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 1;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 23F,510611401151316,285.52
POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 4;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A ;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 5;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 15B;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 9V;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 8;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 11A;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 1;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 10A;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 12F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3 ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 22F;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 33F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 23F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 7F;PROTEÍNA CARREADORA;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 6B;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C ;POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A,522724030093702,386.14
POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA,576720060071117,50.85
POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,552817060000217,306.72
POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,545322120003607,343.52
POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;TOXÓIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,576721100096807,306.72
POLISSULFATO DE MUCOPOLISSACARÍDEO,509017020013407,11.99
POLYGALA SENEGA L.,562720080003407,14.01
POLYGONUM PUNCTATUM ELLIOT;AESCULUS HIPPOCASTANUM L.;SMILAX PAPYRACEA DUHAMEL.;RUTOSÍDEO,524423100001007,55.4
POLYGONUM PUNCTATUM H.LÉV;COMPLEMENTO;CÁSSIA SENNA;PICOSSULFATO DE SÓDIO,535123101111414,29.54
POLYPODIUM LEUCOTOMOS,509020100024607,149.24
POMALIDOMIDA,505122110023302,9326.8
POSACONAZOL,527315120017517,3141.0
PRAVASTATINA SÓDICA,538000503117116,70.99
PRAZIQUANTEL,541915030006004,1189.12
PREDNICARBATO,576720080084417,61.54
PREDNISOLONA,508020020129207,7.12
PREDNISONA,525515100018117,20.7
PREGABALINA,523723070050604,213.88
PRIMIDONA,501602301114410,77.65
PROGESTERONA,525421601164310,674.2
PROMESTRIENO,508014010102404,81.11
PROMETAZINA,520718020109203,16.68
PROPATILNITRATO,509017080016703,7.52
PROPILENOGLICOLATO DE DARUNAVIR,506722120096804,2858.25
PROPILPARABENO,533018801161410,25.2
PROPILTIOURACILA,504104701115415,27.25
PROPIONATO DE CLOBETASOL,510606001173316,60.54
PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;UNDECILENATO DE ZINCO,533000402174419,18.39
PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;ÁCIDO PROPIÔNICO;UNDECILENATO DE ZINCO,533000401178410,28.12
PROPIONATO DE FLUTICASONA,523703801172414,42.5
PROPIONATO DE FLUTICASONA;CLORIDRATO DE AZELASTINA,541519030014517,31.98
PROPIONATO DE FLUTICASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO,508016110114105,14.81
PROPIONATO DE FLUTICASONA;HIDROXINAFTOATO DE SALMETEROL,510607004176314,155.08
PROPIONATO DE HALOBETASOL,521905802173315,16.52
PROTEÍNA ANTIGÊNICA DE SUPERFÍCIE (HEP. B),510615020053803,116.01
PROTEÍNA CARREADORA;OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C,510616060055507,306.5
"PROTEÍNA DE FUSÃO FHBP RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B;PROTEÍNA DE FUSÃO NHBA RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B;PROTEÍNA NAD A RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B;VESÍCULAS DE MEMBRANA EXTERNA (OMV) DE NEISSERIA MENINGITIDIS GRUPO B, CEPA NZ98/254",510616090056117,549.14
PRUCALOPRIDA,559123070009617,121.38
RABEPRAZOL SÓDICO,511513070057206,65.49
RACECADOTRILA,500515110062104,26.61
RACEMETIONINA;BETAÍNA;CITRATO DE COLINA,500419060006204,105.65
RACEMETIONINA;CLORETO DE COLINA,533021120076817,42.72
RACEMETIONINA;CLORETO DE COLINA;CIANOCOBALAMINA;INOSITOL,540915100015917,18.49
RACEMETIONINA;SILYBUM MARIANUM (L.) GAERTN,536223020016607,20.06
RALTEGRAVIR POTÁSSICO,527322080023017,2895.61
RAMELTEONA,501622010037906,10.37
RAMIPRIL,523714060030603,70.24
RAMIPRIL;BESILATO DE ANLODIPINO,523702902110319,63.37
RANELATO DE ESTRÔNCIO,541820090145207,36.41
RANIBIZUMABE,526529502157216,4885.11
RANOLAZINA,504116070055402,57.0
RAVULIZUMABE,565522080000702,32309.33
REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G4;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G3;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G2;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G1,527322060019617,232.83
REGORAFENIBE,538916050026901,6588.57
REPAGLINIDA,507745301117110,80.53
RESINATO DE DICLOFENACO,507729201138114,16.01
RHAMNUS PURSHIANA DC.,511420010007407,39.82
RIBAVIRINA,504403503110418,869.5
RIBAVIRINA (PORT. 344/98 LISTA C 1),541913070002104,499.41
RIFAMICINA,507729901131112,22.88
RIFAMICINA SV SÓDICA,504617090065217,21.28
RIFAMICINA SV SÓDICA;RIFAMICINA,540416120010303,21.18
RIFAXIMINA,504120070069707,334.76
RILMENIDINA,531300702118318,114.63
RILUZOL,513423100034706,1835.18
RIOCIGUATE,538916010025301,10616.73
RISANQUIZUMABE,543719110004107,22355.87
RISDIPLAM,529221030027002,67852.39
RISEDRONATO SÓDICO,508020040129507,134.11
RISEDRONATO SÓDICO;ENFUVIRTIDA,538818100055203,46.77
RISPERIDONA,508025504115410,15.01
RITONAVIR,517023010005806,71.41
RIVAROXABANA,508021100143704,46.85
RIVASTIGMINA,552921120141606,97.85
ROFLUMILASTE,502317120033217,78.77
ROMIPLOSTIM,544115070000517,2575.77
ROMOSOZUMABE,544121030005402,4077.62
ROSUVASTATINA CÁLCICA,523713020027004,83.08
ROSUVASTATINA CÁLCICA;EZETIMIBA,523720050043607,127.75
ROTAVÍRUS HUMANO ATENUADO,510618020059307,349.26
ROTIGOTINA,525215080020802,44.51
RUFINAMIDA,533220010002417,270.34
SACARATO DE ÓXIDO FÉRRICO,516120060003807,14.79
SACCHAROMYCES BOULARDII,525404706131412,34.55
SACCHAROMYCES BOULARDII - 17,506322010039817,48.37
SACCHAROMYCES CEREVISAE,511301801131419,40.47
SALBUTAMOL,517005301137414,204.86
SALICILATO DE ETILENOGLICOL;ACETATO DE ALFA TOCOFEROL;MENTOL;CÂNFORA,511700205176413,13.49
SALICILATO DE ETILENOGLICOL;ACETATO DE RACEALFATOCOFEROL;LEVOMENTOL;CÂNFORA,511723070001907,13.49
SALICILATO DE ETILENOGLICOL;LEVOMENTOL;SALICILATO DE METILA;CÂNFORA,511723030001607,36.76
SALICILATO DE ETILENOGLICOL;TIMOL;LEVOMENTOL;SALICILATO DE METILA;CÂNFORA,511700101176417,5.96
SALICILATO DE FENILA;ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;MENTOL,520500901178410,6.97
SALICILATO DE METILA,533012120057704,22.45
SALIX ALBA L.,515119120010807,38.94
SATRALIZUMABE,529223090028002,49497.85
SAXAGLIPTINA,502317100031217,141.55
SAXAGLIPTINA MONOIDRATADA;DAPAGLIFLOZINA,502320030033807,79.37
SAXAGLIPTINA;DAPAGLIFLOZINA,502320030033907,340.18
SECNIDAZOL,504914030009104,21.48
SECUQUINUMABE,526516050085902,4469.6
SELENITO DISSÓDICO PENTAIDRATADO,535422030002707,69.39
SELEXIPAGUE,514519120034617,12978.54
SELPERCATINIBE,507624050023401,18293.88
SEMAGLUTIDA,526619010010201,955.79
SENNA ALEXANDRINA MILL.,515119120011207,38.67
SENNA ALEXANDRINA MILL.;CASSIA FISTULA,540920110043807,20.16
SERENOA REPENS (W. BARTRAM) SMALL,511420030008707,69.06
SILIMARINA;RACEMETIONINA,536214070005516,40.14
SILYBUM MARIANUM (L.) GAERTN,506320030032707,73.68
SIMEPREVIR SÓDICO,514515040027602,48960.39
SIMETICONA,507710602137411,14.87
SIMETICONA;HIDROXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,525122110034307,16.52
SIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,508011802135411,45.11
SIMETICONA;METILBROMETO DE HOMATROPINA,541821090166107,14.81
SINVASTATINA,511508501110416,23.35
SINVASTATINA;EZETIMIBA,525516020019503,165.23
SIROLIMO,522720020083817,2989.05
SOFOSBUVIR,546815090000001,93202.44
SOFOSBUVIR;VELPATASVIR,546818070000207,41202.19
SOFOSBUVIR;VELPATASVIR;VOXILAPREVIR,546820090000907,61803.28
SOLIDAGO MICROGLOSSA DC.,501920030000907,41.57
SOMAPACITANA,526623120011702,1303.63
SOMATROGONA,522723030092002,1568.14
SOMATROPINA,511518001153415,550.1
SORBITOL 70 %;LAURIL SULFATO DE SÓDIO,508022030153117,38.23
SOTORASIBE,544122080005807,78144.94
STRYPHNODENDRON BARBATIMAN MART.,501619120023007,70.33
SUBGALATO DE BISMUTO;IODETO DE TIMOL;OXIDO DE ZINCO,513423010028917,41.55
SUBGALATO DE BISMUTO;OXIDO DE ZINCO,513423010028817,54.22
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,508017090119406,143.07
SUCCINATO DE DOXILAMINA;CLORIDRATO DE CLOBUTINOL,533007102133412,22.11
SUCCINATO DE METOPROLOL,523720040041707,18.88
SUCCINATO DE MOBOCERTINIBE,501123060041402,14447.0
SUCCINATO DE RIBOCICLIBE,526518100094202,7006.89
SUCCINATO DE SOLIFENACINA,508024050181804,154.56
SUCCINATO DE SOLIFENACINA;CLORIDRATO DE TANSULOSINA,540315010002405,93.55
SUCCINATO DE SUMATRIPTANA,523705001114416,66.99
SUCCINATO DE SUMATRIPTANA;NAPROXENO SÓDICO,523714110031005,36.54
SUCCINATO DE TAFENOQUINA,510624030060507,40.67
SUCRALFATO,531626901131414,86.77
SULBACTAM,540913040010814,120.07
SULBACTAM PIVOXILA;AMOXICILINA SÓDICA,536500803156312,58.39
SULBACTAM PIVOXILA;AMOXICILINA TRI-HIDRATADA,536500802133319,99.13
SULBACTAM;AMOXICILINA,559118010008013,120.07
SULBUTIAMINA,531316050007503,44.02
SULFACETAMIDA SÓDICA;TROLAMINA,506307501168416,20.34
SULFADIAZINA,533018701165414,39.26
SULFADIAZINA DE PRATA,506721090093717,64.2
SULFADIAZINA DE PRATA;NITRATO DE CERIO,506721100094617,71.69
SULFAMETOXAZOL,517100505135415,31.06
SULFASSALAZINA,501617110018303,55.23
SULFATO DE ABACAVIR,510608902135216,445.8
SULFATO DE ATAZANAVIR,505107902111212,2872.05
SULFATO DE ATROPINA,501000702171313,10.28
SULFATO DE BÁRIO,506700901176414,22.67
SULFATO DE COBRE PENTAHIDRATADO;CARBONATO DE CÁLCIO;ÓXIDO DE MAGNÉSIO;ÓXIDO DE ZINCO;COLECALCIFEROL;SULFATO DE MANGANÊS MONOIDRATADO,552817080001317,28.41
SULFATO DE CONDROITINA;SULFATO DE GLICOSAMINA,508029402139410,67.5
SULFATO DE CONDROITINA;SULFATO POLICRISTALINO DE GLICOSAMINA,534220040021607,65.15
SULFATO DE EFEDRINA;TEOFILINA,576720090089317,8.06
SULFATO DE GENTAMICINA;DESONIDA,500514801176311,12.94
SULFATO DE GENTAMICINA;DIPROPIONATO DE BETAMETASONA,508027201160416,24.41
SULFATO DE GENTAMICINA;FOSFATO DISSÓDICO DE BETAMETASONA,540916070020317,12.95
SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA,520719301161413,40.2
SULFATO DE GLICOSAMINA,507744901137416,261.1
SULFATO DE GLICOSAMINA CLORETO DE SÓDIO,534222110029303,552.16
SULFATO DE GLICOSAMINA CLORETO DE SÓDIO;CONDROITINA SULFATO DE SÓDIO,534222110029403,552.16
SULFATO DE GLICOSAMINA CLORETO DE SÓDIO;SULFATO DISSÓDICO DE CONDROITINA,508022010148607,33.69
SULFATO DE HIDROXICLOROQUINA,508023070174106,78.41
SULFATO DE LAROTRECTINIBE,538920040030407,25283.31
SULFATO DE MAGNÉSIO,510606801137411,41.62
SULFATO DE MAGNÉSIO HEPTAIDRATADO;CLORETO DE SÓDIO,508013110100905,40.13
SULFATO DE MORFINA PENTAIDRATADO,506704302110419,190.35
SULFATO DE NEOMICINA,541718020017718,20.61
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,533802702161417,28.6
SULFATO DE NEOMICINA;ACETATO DE DEXAMETASONA,504617090065317,23.46
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,541822100188307,10.18
SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA,508014901169112,23.21
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ACETATO DE PREDNISOLONA,501004401174316,39.75
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;HIDROCORTISONA,509003001135319,14.54
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ÓXIDO DE ZINCO;BACITRACINA ZÍNCICA;PERÓXIDO DE ZINCO,540915090015517,14.4
SULFATO DE QUININA,519703601116411,769.2
SULFATO DE SALBUTAMOL,510600206172312,45.22
SULFATO DE SALBUTAMOL MICRONIZADO,521921060021006,29.39
SULFATO DE SALBUTAMOL;DIPROPIONATO DE BECLOMETASONA,508501104132411,73.89
SULFATO DE SALBUTAMOL;GUAIFENESINA,507736901131115,11.99
SULFATO DE SELUMETINIBE,502321070034502,38193.08
SULFATO DE TERBUTALINA;GUAIFENESINA,538812060042204,25.75
SULFATO DE TOBRAMICINA,501300502151318,103.24
SULFATO DE TRIMETOPRIMA;SULFAMETOXAZOL,520702803134418,20.81
SULFATO DE ZINCO,542515120000504,42.35
SULFATO DE ZINCO HEPTAIDRATADO,575219060002517,7.65
SULFATO DE ZINCO MONOIDRATADO,575220010004107,28.61
SULFATO DE ZINCO;NITRATO DE NAFAZOLINA,506719050077917,13.42
SULFATO FERROSO,522101004136414,14.84
SULFATO FERROSO HEPTAIDRATADO,503418120018404,139.71
SULFATO FERROSO HEPTAIDRATADO;ÁCIDO FOSFÓRICO,540915120017817,34.62
SULFATO FERROSO;ÁCIDO FOSFÓRICO,538820001138414,28.32
SULFATO POLICRISTALINO DE GLICOSAMINA;CONDROITINA SULFATO DE SÓDIO,534218090015807,139.64
SULFETO DE SELÊNIO,505502301174419,105.3
SULPIRIDA,576720080084217,30.25
TACROLIMO,523712030025404,1562.24
TACROLIMO MONOIDRATADO,523713080029004,89.75
TADALAFILA,508015120109506,42.62
TAFAMIDIS,522723050092302,55764.91
TAFAMIDIS MEGLUMINA,522720030084717,30377.77
TAFLUPROSTA,556717110001517,117.46
TALIDOMIDA,509903501118410,388.92
TANACETUM PARTHENIUM (L.) SCH.BIP.,501920100001407,50.35
TARTARATO DE BISMUTO E SÓDIO;CLORIDRATO DE PROCAÍNA;SULFATO DE NEOMICINA,526101301133411,28.66
TARTARATO DE BISMUTO E SÓDIO;CLORIDRATO DE PROCAÍNA;SULFATO DE NEOMICINA;MENTOL,506300201134411,28.11
TARTARATO DE BRIMONIDINA,500903301174113,64.26
TARTARATO DE BRIMONIDINA;BRINZOLAMIDA,526517050089207,74.54
TARTARATO DE EVOGLIPTINA,508022080166602,51.82
TARTARATO DE METOPROLOL,526509101114317,31.02
TARTARATO DE TOLTERODINA,552820050066717,363.05
TARTARATO DE VARENICLINA,522720070088717,579.44
